Drone_X,Drone_Y,Drone_Z,Anchor1_Azimuth,Anchor1_Elevation,Anchor1_RSSI,Anchor2_Azimuth,Anchor2_Elevation,Anchor2_RSSI,Intersection_X,Intersection_Y,Intersection_Z
0.0,-0.6,-0.72,0.0,-51.0,-58,64.0,-8.0,-83,0.10950954549056546,-1.0531167925359726,0.6804245443707232
0.0,-0.6,-0.72,0.0,-51.0,-59,65.0,-7.0,-88,0.10698513152094957,-0.9991325451679549,0.6203920221071957
0.0,-0.6,-0.72,0.0,-51.0,-59,64.0,-7.0,-83,0.11864295949071124,-1.0328527706189896,0.6321838308381862
0.0,-0.6,-0.72,0.0,-51.0,-57,62.0,-7.0,-83,0.14386096413150762,-1.0988814702232281,0.6551435086167205
0.0,-0.6,-0.72,0.0,-51.0,-57,62.0,-7.0,-83,0.14386096413150762,-1.0988814702232281,0.6551435086167205
0.0,-0.6,-0.72,0.0,-51.0,-59,63.0,-4.0,-82,0.16086010208838664,-1.0039570348555609,0.502278056139951
0.0,-0.6,-0.72,0.0,-51.0,-57,63.0,-4.0,-85,0.16086010208838664,-1.0039570348555609,0.502278056139951
0.0,-0.6,-0.72,0.0,-51.0,-58,64.0,0.0,-80,0.1884338561055361,-0.8930404418172028,0.31285735578241675
0.0,-0.6,-0.72,0.0,-51.0,-58,64.0,2.0,-88,0.2100152649264666,-0.8538335252197496,0.22731965115113562
0.0,-0.6,-0.72,0.0,-51.0,-58,65.0,0.0,-82,0.17412207172962035,-0.8631280756246913,0.30237820685032385
0.0,-0.6,-0.72,0.0,-51.0,-58,65.0,-1.0,-81,0.16392106560471853,-0.8823537611533596,0.34597804007763594
0.0,-0.6,-0.72,0.0,-51.0,-57,65.0,-2.0,-86,0.15391084159275192,-0.9016515580228968,0.39017817069787386
0.0,-0.6,-0.72,0.0,-51.0,-57,66.0,-3.0000000000000004,-87,0.13143832101300723,-0.8890393221589348,0.4239318958030181
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,0.0,-81,0.1472106475967807,-0.8016434710480107,0.2808384087533356
0.0,-0.6,-0.72,0.0,-51.0,-57,67.0,1.0,-85,0.15691972083234962,-0.7834342104594394,0.2379730256732817
0.0,-0.6,-0.72,0.0,-51.0,-55,68.0,2.0,-82,0.153542321391694,-0.7346519976141408,0.18471841586479798
0.0,-0.6,-0.72,0.0,-51.0,-57,68.0,2.0,-86,0.153542321391694,-0.7346519976141408,0.18471841586479798
0.0,-0.6,-0.72,0.0,-51.0,-57,68.0,2.0,-85,0.153542321391694,-0.7346519976141408,0.18471841586479798
0.0,-0.6,-0.72,0.0,-51.0,-57,68.0,-1.0,-84,0.1254780187453055,-0.787938818585747,0.31310860846093724
